name,league,club,country,position,price,rating,base_stats,total_stats,popularity,weight,height,pace,shooting,dribling,defending,physicality,weak_foot,skills,card_type
Alex Berenguer,Serie A TIM,Torino,Spain,CF,2.4K ,76,429,2052,11,73,175,80,72,73,78,63,3,3,Non-Rare
Habib Diallo,Ligue 1 Conforama,FC Metz,Senegal,ST,3.4K ,76,361,1713,-2,75,185,71,75,52,70,23,3,3,Non-Rare
David García,LaLiga Santander,CA Osasuna,Spain,CB,600 ,76,373,1747,6,72,185,57,37,63,64,76,3,2,Non-Rare
İrfan Can Kahveci,Süper Lig (TUR 1),Başakşehir,Turkey,CM,1.9K ,76,435,2052,78,67,176,78,68,76,77,65,4,4,Non-Rare
Guido Rodríguez,LaLiga Santander,Real Betis,Argentina,CDM,500 ,76,396,1856,23,80,185,56,56,65,64,77,4,2,Non-Rare
Ainsley Maitland-Niles,Premier League,Arsenal,England,RWB,1.5K ,76,424,1941,41,70,177,83,59,69,76,69,3,4,Non-Rare
Jesús Gallardo,LIGA BBVA MX (MEX 1),Rayados,Mexico,LM,450 ,76,433,2020,18,73,176,82,68,71,74,68,3,3,Non-Rare
Maximilian Eggestein,Bundesliga,Werder Bremen,Germany,CM,600 ,76,436,2035,34,75,181,71,66,73,77,71,4,3,Non-Rare
Aritz Elustondo,LaLiga Santander,Real Sociedad,Spain,CB,600 ,76,366,1724,4,71,180,65,33,58,60,76,3,2,Non-Rare
Gonzalo Martínez,MBS Pro League (SAU 1),Al Nassr,Argentina,CAM,700 ,76,411,1961,85,75,172,88,74,71,82,34,2,4,Rare
Andrei Girotto,Ligue 1 Conforama,FC Nantes,Brazil,CB,500 ,76,407,1936,15,79,186,58,66,66,67,78,3,2,Non-Rare
Vincent Janssen,LIGA BBVA MX (MEX 1),Rayados,Netherlands,ST,450 ,76,386,1827,3,79,184,68,76,60,70,32,4,3,Non-Rare
Frédéric Guilbert,Premier League,Aston Villa,France,RB,1.8K ,76,409,1921,19,70,178,75,48,67,68,74,2,3,Non-Rare
Lucas Tousart,Bundesliga,Hertha Berlin,France,CDM,500 ,76,401,1888,22,83,185,59,54,64,62,79,3,2,Non-Rare
Agustín Rossi,CONMEBOL Libertadores,Boca Juniors,Argentina,GK,700 ,76,416,963,6,92,193,75,73,72,76,41,2,1,Libertadores
Maximilian Mittelstädt,Bundesliga,Hertha Berlin,Germany,LB,500 ,76,424,1975,26,71,180,78,63,69,76,73,3,3,Non-Rare
Nuno Santos,Liga NOS (POR 1),Sporting CP,Portugal,LW,450 ,76,401,1931,16,73,179,78,74,72,78,33,3,4,Non-Rare
Simon Deli,1A Pro League (BEL 1),Club Brugge,Côte d'Ivoire,CB,1.6K ,76,397,1830,84,86,192,73,46,53,68,77,3,2,Non-Rare
Matheus Fellipe Costa Pereira,Premier League,West Brom,Brazil,CAM,700 ,76,407,1950,116,74,175,79,73,74,79,39,3,4,Rare
Benjamin Henrichs,Bundesliga,RB Leipzig,Germany,RB,700 ,76,416,1963,16,70,183,75,53,71,75,73,4,3,Non-Rare
Borja Mayoral,LaLiga Santander,Real Madrid,Spain,ST,3.8K ,76,395,1901,7,74,182,67,76,69,77,38,4,3,Non-Rare
Lucas Martínez Quarta,CONMEBOL Libertadores,River Plate,Argentina,CB,0 ,76,425,2022,25,78,183,70,59,70,72,74,3,3,Libertadores
William,Bundesliga,VfL Wolfsburg,Brazil,RB,1.8K ,76,410,1944,26,67,171,73,50,69,77,72,3,3,Non-Rare
Miramón,LaLiga Santander,Levante UD,Spain,RB,500 ,76,420,1980,18,74,175,73,58,74,69,72,3,3,Non-Rare
Gianluca Mancini,Serie A TIM,Roma FC,Italy,CB,850 ,76,357,1659,9,77,190,54,45,48,57,78,3,2,Non-Rare
Edu Expósito,LaLiga Santander,SD Eibar,Spain,CM,650 ,76,392,1845,6,67,179,54,70,71,74,66,5,4,Non-Rare
Matheus Reis,Liga NOS (POR 1),Rio Ave FC,Brazil,LB,950 ,76,412,1923,24,77,183,70,52,65,74,72,2,3,Non-Rare
Brian Lozano,LIGA BBVA MX (MEX 1),Santos Laguna,Uruguay,LM,700 ,76,414,1957,43,67,167,85,71,72,79,38,5,4,Rare
Ludovic Blas,Ligue 1 Conforama,FC Nantes,France,RM,450 ,76,422,2015,16,70,180,75,71,74,79,60,2,4,Non-Rare
Joris Gnagnon,LaLiga Santander,Sevilla FC,France,CB,1.4K ,76,373,1738,11,89,182,58,39,57,62,75,2,2,Non-Rare
Yusuf Yazici,Ligue 1 Conforama,LOSC,Turkey,CAM,450 ,76,413,1991,131,74,185,66,74,77,78,47,4,4,Non-Rare
Konstantinos Tsimikas,Premier League,Liverpool,Greece,LB,700 ,76,433,2029,434,68,179,87,58,70,73,69,3,3,Rare
Justin Bijlow,Eredivisie (NED 1),Feyenoord,Netherlands,GK,450 ,76,425,876,21,76,188,78,72,75,77,50,2,1,Non-Rare
Santiago Ascacibar,Bundesliga,Hertha Berlin,Argentina,CDM,500 ,76,389,1870,15,70,168,62,46,61,68,77,3,2,Non-Rare
Wesley,Premier League,Aston Villa,Brazil,ST,700 ,76,404,1875,64,94,191,69,76,67,70,38,3,3,Rare
Daichi Kamada,Bundesliga,Frankfurt,Japan,CAM,500 ,76,397,1914,65,73,180,75,70,73,82,36,4,3,Non-Rare
Fikayo Tomori,Premier League,Chelsea,England,CB,1.4K ,76,392,1761,1379,78,185,80,37,58,67,76,4,2,Rare
Tyler Adams,Bundesliga,RB Leipzig,United States,CDM,500 ,76,412,1940,26,72,175,76,48,67,73,73,3,3,Non-Rare
Xaver Schlager,Bundesliga,VfL Wolfsburg,Austria,CM,550 ,76,426,2027,5,76,174,70,69,71,76,65,3,3,Non-Rare
Amath Ndiaye,LaLiga Santander,Getafe CF,Senegal,LM,18.5K ,76,425,1967,10,63,173,92,71,67,81,46,4,4,Non-Rare
Florentino Morris Luís,Liga NOS (POR 1),SL Benfica,Portugal,CDM,0 ,76,388,1819,5,73,184,65,44,62,68,76,2,3,Non-Rare
Diogo Dalot,Premier League,Manchester Utd,Portugal,RB,7.2K ,76,432,2023,32,76,183,79,60,70,76,71,3,3,Non-Rare
Joakim Mæhle,1A Pro League (BEL 1),KRC Genk,Denmark,RB,1.3K ,76,432,1967,43,79,184,91,56,67,71,68,3,3,Rare
Josip Brekalo,Bundesliga,VfL Wolfsburg,Croatia,LM,450 ,76,386,1845,19,70,175,77,69,70,82,36,3,4,Non-Rare
Zack Steffen,Premier League,Manchester City,United States,GK,550 ,76,429,994,65,86,191,77,72,73,83,53,3,1,Non-Rare
Florian Müller,Bundesliga,1. FSV Mainz 05,Germany,GK,0 ,76,415,835,2,85,190,75,73,71,80,43,3,1,Non-Rare
Diadie Samassekou,Bundesliga,TSG Hoffenheim,Mali,CDM,450 ,76,398,1913,27,68,177,60,49,67,73,75,3,3,Non-Rare
Ghislain Konan,Ligue 1 Conforama,Stade de Reims,Côte d'Ivoire,LB,450 ,76,415,1946,7,71,176,79,48,68,77,70,3,3,Non-Rare
Matías Zaracho,CONMEBOL Libertadores,Racing Club,Argentina,CM,8.7K ,76,441,2059,32,65,171,89,70,74,82,63,4,4,Libertadores
Darko Brašanac,LaLiga Santander,CA Osasuna,Serbia,CM,500 ,76,420,2020,2,73,178,58,70,73,73,72,3,3,Non-Rare
Fabricio Bustos,CONMEBOL Sudamericana,Independiente,Argentina,RB,1.3K ,76,435,1983,14,66,167,86,63,70,76,69,3,4,Sudamericana
Jean-Philippe Mateta,Bundesliga,1. FSV Mainz 05,France,ST,500 ,76,385,1780,66,88,192,76,74,53,72,33,4,3,Non-Rare
Robin Koch,Premier League,Leeds United,Germany,CB,500 ,76,384,1760,62,83,192,71,38,59,64,77,3,2,Non-Rare
Michael Ngadeu,1A Pro League (BEL 1),KAA Gent,Cameroon,CB,500 ,76,388,1813,15,93,190,63,53,55,57,77,5,2,Non-Rare
Martin Terrier,Ligue 1 Conforama,Rennes,France,LW,450 ,76,407,1922,17,71,184,84,75,73,75,35,3,3,Non-Rare
Roberto Alvarado,LIGA BBVA MX (MEX 1),Cruz Azul,Mexico,LM,450 ,76,417,1987,24,70,176,75,71,75,77,53,5,4,Non-Rare
Samuel Kalu,Ligue 1 Conforama,Bordeaux,Nigeria,LM,700 ,76,391,1868,45,79,178,87,66,70,78,34,4,4,Rare
Christian Luyindama,Süper Lig (TUR 1),Galatasaray,Congo DR,CB,450 ,76,375,1668,30,91,191,73,37,50,54,76,2,2,Non-Rare
Nicolò Zaniolo,Serie A TIM,Roma FC,Italy,CAM,700 ,76,435,2033,47,79,190,76,73,72,77,62,3,3,Rare
Merih Demiral,Serie A TIM,Piemonte Calcio,Turkey,CB,750 ,76,374,1713,141,85,192,72,39,49,59,78,3,2,Non-Rare
Nacho Vidal,LaLiga Santander,CA Osasuna,Spain,RB,500 ,76,404,1871,15,75,180,74,55,69,70,71,3,3,Non-Rare
Marin Pongracic,Bundesliga,VfL Wolfsburg,Croatia,CB,550 ,76,369,1642,16,95,190,71,26,52,64,75,3,2,Non-Rare
Emmanuel Dennis,1A Pro League (BEL 1),Club Brugge,Nigeria,ST,1K ,76,412,1918,100,66,175,92,73,62,78,38,3,4,Rare
Boubakary Soumaré,Ligue 1 Conforama,LOSC,France,CDM,450 ,76,418,1974,29,82,188,69,56,71,76,70,3,3,Non-Rare
Kunde Malong,Bundesliga,1. FSV Mainz 05,Cameroon,CDM,700 ,76,447,2047,202,79,180,82,69,70,74,70,4,3,Rare
Patson Daka,Ö Bundesliga (AUT 1),RB Salzburg,Zambia,ST,700 ,76,392,1813,79,71,183,93,76,53,76,24,3,3,Rare
Luis Milla Manzanares,LaLiga Santander,Granada CF,Spain,CDM,550 ,76,427,2064,21,67,175,77,60,75,73,70,3,3,Non-Rare
Chiquinho,Liga NOS (POR 1),SL Benfica,Portugal,CAM,1K ,76,405,1973,14,68,175,72,70,77,80,54,3,4,Non-Rare
Amir Rrahmani,Serie A TIM,Napoli,Kosovo,CB,550 ,76,385,1745,21,83,192,62,51,54,60,78,4,2,Non-Rare
Vitaliy Mykolenko,Ukrayina Liha (UKR 1),Dynamo Kyiv,Ukraine,LB,450 ,76,378,1711,10,71,180,78,44,62,58,73,2,2,Non-Rare
Petr Ševčík,Česká Liga (CZE 1),Slavia Praha,Czech Republic,CM,700 ,76,445,2137,60,66,172,80,73,74,78,65,5,3,Rare
Camavinga,Ligue 1 Conforama,Rennes,France,CM,500 ,76,434,2072,316,68,182,71,62,74,77,75,3,3,Non-Rare
Luis Mejía,CONMEBOL Libertadores,Nacional,Panama,GK,850 ,76,422,1019,18,80,190,77,72,65,78,55,3,1,Libertadores
Derlis González,CONMEBOL Libertadores,Olimpia,Paraguay,LM,700 ,76,412,1928,26,64,172,86,70,69,78,47,3,3,Libertadores
Matías Kranevitter,LIGA BBVA MX (MEX 1),Rayados,Argentina,CDM,450 ,76,410,1919,9,67,178,70,49,71,71,73,3,3,Non-Rare
Miguel Borja,CONMEBOL Libertadores,Junior,Colombia,ST,700 ,76,391,1837,34,83,183,79,76,57,68,31,4,3,Libertadores
Jorge Marco de Oliveira Moraes,Ligue 1 Conforama,AS Monaco,Brazil,LB,9.6K ,76,413,1955,11,70,184,75,57,69,76,72,3,2,Non-Rare
Andraž Šporar,Liga NOS (POR 1),Sporting CP,Slovenia,ST,1K ,76,379,1804,19,82,186,76,75,66,73,19,4,3,Non-Rare
Leonardo Fernández,LIGA BBVA MX (MEX 1),Tigres,Uruguay,CAM,450 ,76,403,1922,28,65,166,72,76,73,78,41,3,3,Non-Rare
Milan Badelj,Serie A TIM,Genoa,Croatia,CDM,450 ,76,405,1978,13,80,186,52,63,75,72,74,4,3,Non-Rare
Bertrand Traoré,Premier League,Aston Villa,Burkina Faso,RW,500 ,76,418,1988,54,73,181,82,71,71,81,47,1,4,Non-Rare
Florentino Morris Luís,Ligue 1 Conforama,AS Monaco,Portugal,CDM,450 ,76,388,1819,22,73,184,65,44,62,68,76,2,3,Non-Rare
Cristiano Piccini,Serie A TIM,Atalanta,Italy,RB,1.2K ,76,404,1872,8,77,183,76,42,64,71,75,2,3,Non-Rare
Sebastian Andersson,Bundesliga,1. FC Köln,Sweden,ST,450 ,76,370,1740,13,86,190,63,76,54,69,31,2,2,Non-Rare
Vedat Muriqi,Serie A TIM,Lazio,Kosovo,ST,450 ,76,369,1704,56,86,194,60,76,55,68,28,3,3,Non-Rare
Florian Müller,Bundesliga,SC Freiburg,Germany,GK,450 ,76,415,835,3,85,190,75,73,71,80,43,3,1,Non-Rare
Álvaro Negredo Sánchez,LaLiga Santander,Cádiz CF,Spain,ST,450 ,76,389,1898,71,86,186,63,78,64,70,36,2,3,Non-Rare
Rômulo Borges Monteiro,Chinese FA Super L. (CHN 1),Shijiazhuang,Brazil,CDM,450 ,76,424,1993,8,83,186,71,63,71,68,75,3,3,Non-Rare
Lukasz Tralka,Polski Ekstraklasa (POL 1),Warta Poznań,Poland,CDM,23.25K ,76,415,2017,21,77,186,52,65,72,66,75,2,2,IF
Lucas Tolentino Coelho de Lima,Ligue 1 Conforama,OL,Brazil,CM,700 ,76,439,2112,67,72,180,75,74,75,81,59,2,4,Rare
Frederik Rønnow,Bundesliga,FC Schalke 04,Denmark,GK,450 ,76,417,791,13,77,190,77,72,67,78,47,2,1,Non-Rare
Sean Klaiber,Eredivisie (NED 1),Ajax,Netherlands,RB,0 ,76,436,2043,22,76,184,81,65,70,67,71,2,3,CL
Sean Klaiber,Eredivisie (NED 1),Ajax,Netherlands,RB,500 ,76,436,2043,37,76,184,81,65,70,67,71,2,3,Non-Rare
Alfred Gomis,Ligue 1 Conforama,Rennes,Senegal,GK,0 ,76,416,927,-4,80,196,77,77,70,75,42,3,1,CL
Alfred Gomis,Ligue 1 Conforama,Rennes,Senegal,GK,450 ,76,416,927,14,80,196,77,77,70,75,42,3,1,Non-Rare
Mbwana Ally Samatta,Süper Lig (TUR 1),Fenerbahçe,Tanzania,ST,450 ,76,399,1903,29,80,183,80,76,66,72,32,4,3,Non-Rare
Diego Llorente,Premier League,Leeds United,Spain,CB,900 ,76,390,1801,53,76,186,71,40,62,67,74,3,2,Non-Rare
Youssouf Koné,LaLiga Santander,Elche CF,Mali,LB,1K ,76,414,1899,20,71,174,85,47,64,73,70,3,2,Non-Rare
Keita Baldé,Serie A TIM,Sampdoria,Senegal,ST,700 ,76,415,1937,149,80,181,91,74,71,79,30,4,4,Rare
Matteo Darmian,Serie A TIM,Inter,Italy,RB,450 ,76,411,1962,21,70,182,67,58,67,74,77,5,3,non-rare
Borja Mayoral,Serie A TIM,Roma FC,Spain,ST,450 ,76,395,1901,21,74,182,67,76,69,77,38,4,3,non-rare
Diogo Dalot,Serie A TIM,Milan,Portugal,RB,500 ,76,432,2023,53,76,183,79,60,70,76,71,3,3,non-rare
Alex Berenguer,LaLiga Santander,Athletic Club,Spain,CF,850 ,76,429,2052,17,73,175,80,72,73,78,63,3,3,non-rare
Theo Walcott,Premier League,Southampton,England,RM,500 ,76,401,1933,43,68,176,86,70,69,77,39,2,3,non-rare
Lucas Martínez Quarta,Serie A TIM,Fiorentina,Argentina,CB,1.2K ,76,425,2022,65,78,183,70,59,70,72,74,3,3,Rare
Ante Budimir,LaLiga Santander,CA Osasuna,Croatia,ST,450 ,76,373,1685,13,75,190,66,76,48,71,35,4,3,non-rare
Marius Wolf,Bundesliga,1. FC Köln,Germany,RM,550 ,76,439,2049,15,81,188,79,70,72,75,68,4,3,non-rare
Bruma,Hellas Liga (GRE 1),Olympiacos CFP,Portugal,LM,700 ,76,403,1919,24,70,173,89,69,70,82,32,4,4,Rare
Joachim Andersen,Premier League,Fulham,Denmark,CB,500 ,76,379,1774,28,90,192,58,47,63,57,77,3,2,non-rare
Ibrahim Amadou,Ligue 1 Conforama,Angers SCO,France,CDM,400 ,76,410,1926,18,81,183,66,55,65,71,74,3,3,non-rare
Adrien Silva,Serie A TIM,Sampdoria,Portugal,CM,450 ,76,415,2058,13,69,175,53,73,77,76,69,4,3,non-rare
Habib Diallo,Ligue 1 Conforama,Strasbourg,Senegal,ST,450 ,76,361,1713,14,75,185,71,75,52,70,23,3,3,non-rare
Amath Ndiaye,LaLiga SmartBank (ESP 2),RCD Mallorca,Senegal,LM,450 ,76,425,1967,37,63,173,92,71,67,81,46,4,4,non-rare
Jordan Lukaku,1A Pro League (BEL 1),Royal Antwerp FC,Belgium,LM,550 ,76,446,2047,26,86,177,91,61,70,79,71,3,3,non-rare
Jorge Marco de Oliveira Moraes,Raiffeisen Super L. (SUI 1),FC Basel 1893,Brazil,LB,450 ,76,413,1955,19,70,184,75,57,69,76,72,3,2,non-rare
Dyego Sousa,Liga NOS (POR 1),FC Famalicão,Portugal,ST,950 ,76,379,1834,1,82,190,57,77,61,73,30,3,3,non-rare
Borja Mayoral,LaLiga Santander,Real Madrid,Spain,ST,0 ,76,395,1901,3,74,182,67,76,69,77,38,4,3,CL
Vedat Muriqi,Serie A TIM,Lazio,Kosovo,ST,1.8K ,76,369,1704,3,86,194,60,76,55,68,28,3,3,CL
Jordan Lukaku,Serie A TIM,Lazio,Belgium,LM,0 ,76,446,2047,0,86,177,91,61,70,79,71,3,3,CL
Mahmoud Dahoud,Bundesliga,Dortmund,Germany,CM,3.1K ,76,425,2019,1,68,178,73,66,73,81,64,4,4,CL
Marius Wolf,Bundesliga,Dortmund,Germany,RM,0 ,76,439,2049,-1,81,188,79,70,72,75,68,4,3,CL
Irfan Can Kahveci,Süper Lig (TUR 1),Başakşehir,Turkey,CM,4.5K ,76,435,2052,6,67,176,78,68,76,77,65,4,4,CL
Simon Deli,1A Pro League (BEL 1),Club Brugge,Côte d'Ivoire,CB,5.5K ,76,397,1830,11,86,192,73,46,53,68,77,3,2,CL
Éder Balanta,1A Pro League (BEL 1),Club Brugge,Colombia,CDM,800 ,76,401,1854,3,84,181,67,41,63,71,75,2,2,CL
Emmanuel Dennis,1A Pro League (BEL 1),Club Brugge,Nigeria,ST,2.5K ,76,412,1918,9,66,175,92,73,62,78,38,3,4,CL
Brandon Mechele,1A Pro League (BEL 1),Club Brugge,Belgium,CB,1.2K ,76,360,1649,1,79,190,62,35,47,58,81,4,2,CL
Andriy Pyatov,Ukrayina Liha (UKR 1),Shakhtar Donetsk,Ukraine,GK,800 ,76,424,892,-2,92,190,75,69,78,78,44,3,1,CL
Tomasz Kedziora,Ukrayina Liha (UKR 1),Dynamo Kyiv,Poland,RB,800 ,76,400,1862,9,77,183,77,45,66,64,74,3,2,CL
Vitaliy Mykolenko,Ukrayina Liha (UKR 1),Dynamo Kyiv,Ukraine,LB,850 ,76,378,1711,1,71,180,78,44,62,58,73,2,2,CL
Patson Daka,Ö Bundesliga (AUT 1),RB Salzburg,Zambia,ST,850 ,76,392,1813,14,71,183,93,76,53,76,24,3,3,CL
Zlatko Junuzovic,Ö Bundesliga (AUT 1),RB Salzburg,Austria,CM,1.2K ,76,436,2152,5,72,172,71,73,77,81,63,4,3,CL
Erik Sviatchenko,3F Superliga (DEN 1),FC Midtjylland,Denmark,CB,800 ,76,388,1849,9,82,184,60,51,61,60,75,3,2,CL
Matteo Darmian,Serie A TIM,Inter,Italy,RB,0 ,76,411,1962,2,70,182,67,58,67,74,77,5,3,CL
Konstantinos Tsimikas,Premier League,Liverpool,Greece,LB,950 ,76,433,2029,11,68,179,87,58,70,73,69,3,3,CL
Kwadwo Asamoah,Serie A TIM,Inter,Ghana,LM,0 ,76,443,2172,1,75,173,71,68,76,79,77,3,4,CL
Adrián San Miguel Castillo,Premier League,Liverpool,Spain,GK,800 ,76,416,940,3,80,190,79,72,68,80,45,2,1,CL
Fikayo Tomori,Premier League,Chelsea,England,CB,2K ,76,392,1761,50,78,185,80,37,58,67,76,4,2,CL
Merih Demiral,Serie A TIM,Piemonte Calcio,Turkey,CB,1.4K ,76,374,1713,29,85,192,72,39,49,59,78,3,2,CL
Edson Álvarez,Eredivisie (NED 1),Ajax,Mexico,CDM,1K ,76,409,1934,-2,73,187,68,53,66,68,75,4,2,CL
Bruma,Hellas Liga (GRE 1),Olympiacos CFP,Portugal,LM,0 ,76,403,1919,10,70,173,89,69,70,82,32,4,4,CL
Flavien Tait,Ligue 1 Conforama,Rennes,France,LM,1K ,76,389,1862,0,70,175,73,70,74,78,33,3,3,CL
Martin Braithwaite,LaLiga Santander,FC Barcelona,Denmark,ST,1.1K ,76,411,1978,47,73,177,80,75,70,77,35,4,4,CL
Ansu Fati,LaLiga Santander,FC Barcelona,Spain,LW,1.1K ,76,388,1838,53,66,178,88,71,68,79,29,4,4,CL
Berat Djimsiti,Serie A TIM,Atalanta,Albania,CB,1.2K ,76,344,1651,-2,83,190,40,39,59,50,79,3,2,CL
José Luis Palomino,Serie A TIM,Atalanta,Argentina,CB,1.4K ,76,354,1637,-1,87,188,49,32,55,59,78,3,2,CL
Marco Sportiello,Serie A TIM,Atalanta,Italy,GK,950 ,76,416,950,2,87,192,76,74,68,78,44,2,1,CL
Cristiano Piccini,Serie A TIM,Atalanta,Italy,RB,1.1K ,76,404,1872,6,77,183,76,42,64,71,75,2,3,CL
Zack Steffen,Premier League,Manchester City,United States,GK,800 ,76,429,994,18,86,191,77,72,73,83,53,3,1,CL
Martin Terrier,Ligue 1 Conforama,Rennes,France,LW,950 ,76,407,1922,4,71,184,84,75,73,75,35,3,3,CL
Camavinga,Ligue 1 Conforama,Rennes,France,CM,1.5K ,76,434,2072,43,68,182,71,62,74,77,75,3,3,CL
Anton Miranchuk,League of Russia (RUS 1),Lokomotiv Moscow,Russia,CAM,800 ,76,390,1852,5,72,183,76,73,74,77,28,3,3,CL
Fedor Smolov,League of Russia (RUS 1),Lokomotiv Moscow,Russia,ST,1.6K ,76,407,1944,8,80,187,82,75,71,75,32,3,4,CL
Diogo Dalot,Premier League,Manchester Utd,Portugal,RB,0 ,76,432,2023,13,76,183,79,60,70,76,71,3,3,CL
Tyler Adams,Bundesliga,RB Leipzig,United States,CDM,1.4K ,76,412,1940,16,72,175,76,48,67,73,73,3,3,CL
Benjamin Henrichs,Bundesliga,RB Leipzig,Germany,RB,1.6K ,76,416,1963,-9,70,183,75,53,71,75,73,4,3,CL
Joris Gnagnon,LaLiga Santander,Sevilla FC,France,CB,1.5K ,76,373,1738,3,89,182,58,39,57,62,75,2,2,CL
Carlos Fernández,LaLiga Santander,Sevilla FC,Spain,ST,3.7K ,76,384,1792,7,72,186,69,78,63,76,27,3,3,CL
Yassine Bounou,LaLiga Santander,Sevilla FC,Morocco,GK,1.4K ,76,412,892,-5,78,192,75,76,74,76,36,2,1,CL
Ibrahim Amadou,LaLiga Santander,Sevilla FC,France,CDM,0 ,76,410,1926,-7,81,183,66,55,65,71,74,3,3,CL
Yaw Yeboah,Polski Ekstraklasa (POL 1),Wisła Kraków,Ghana,RM,15K ,76,406,1939,89,70,175,93,74,71,82,34,2,3,IF
Jonathan Levi,Allsvenskan (SWE 1),IFK Norrköping,Sweden,RW,13.25K ,76,418,1927,19,75,185,87,77,71,77,42,3,3,IF
Mario Gavranovic,Liga Hrvatska (CRO 1),Dinamo Zagreb,Switzerland,ST,13.5K ,76,421,2023,10,76,175,78,77,70,78,45,4,3,IF
Hernâni,MBS Pro League (SAU 1),Al Wehda,Portugal,RM,700 ,76,397,1888,44,69,178,91,68,68,81,29,2,5,Rare
Garry Mendes Rodrigues,MBS Pro League (SAU 1),Al Ittihad,Cape Verde Islands,LM,450 ,76,414,1982,37,70,173,83,71,71,76,43,3,3,non-rare
Sergio Santos,Major League Soccer (MLS),Philadelphia,Brazil,ST,21K ,76,422,1874,633,77,180,95,75,63,80,33,4,3,IF
Lassina Traoré,Eredivisie (NED 1),Ajax,Burkina Faso,ST,16K ,76,418,1948,571,80,183,84,78,60,79,36,3,3,Hero
Jeroen Zoet,Serie A TIM,La Spezia,Netherlands,GK,1.8K ,76,431,982,82,88,189,76,74,76,78,51,4,1,non-rare
Sekou Gassama,LaLiga SmartBank (ESP 2),CF Fuenlabrada,Senegal,ST,13.75K ,76,398,1857,-7,88,190,71,79,56,70,40,3,2,IF
Joffrey Cuffaut,Ligue 2 (FRA 2),VAFC,France,RB,19.25K ,76,429,2064,35,74,180,77,51,71,71,76,3,2,IF
Shun Nagasawa,Meiji Yasuda J1 (JPN 1),Vegalta Sendai,Japan,ST,11.5K ,76,372,1697,-68,82,192,56,78,58,70,38,3,3,IF
Sergio Rochet,CONMEBOL Libertadores,Nacional,Uruguay,GK,25K ,76,434,907,32,82,190,80,71,73,81,58,3,1,MOTM
Jonson Clarke-Harris,EFL League One (ENG 3),Peterborough,England,ST,11.5K ,76,416,1963,51,78,183,85,80,60,71,35,4,2,IF
Mooy,Premier League,Brighton,Australia,CM,0 ,76,430,-,48,72,173,63,71,78,74,69,3,3,non-rare
Mooy,Chinese FA Super L. (CHN 1),Shanghai SIPG,Australia,CM,0 ,76,430,2087,0,72,173,63,71,78,74,69,3,3,non-rare
Per Egil Flo,Raiffeisen Super L. (SUI 1),Lausanne-Sport,Norway,LB,19.75K ,76,438,2120,22,81,184,77,64,77,73,72,2,2,IF
Josh Ruffels,EFL League One (ENG 3),Oxford United,England,LB,16.75K ,76,432,2019,3,75,178,76,60,72,74,73,3,2,IF
Marco Hiller,3. Liga (GER 3),1860 München,Germany,GK,12K ,76,415,664,65,85,188,78,77,61,80,41,3,1,IF
Joakim Mæhle,Serie A TIM,Atalanta,Denmark,RB,0 ,76,432,1967,24,79,184,91,56,67,71,68,3,3,CL
Joakim Mæhle,Serie A TIM,Atalanta,Denmark,RB,700 ,76,432,1967,94,79,184,91,56,67,71,68,3,3,Rare
Adama Soumaoro,Serie A TIM,Bologna,France,CB,500 ,76,362,1693,16,91,187,58,37,55,55,76,3,2,non-rare
Dyego Sousa,Chinese FA Super L. (CHN 1),Shenzhen Kaisa,Portugal,ST,450 ,76,379,1834,-12,82,190,57,77,61,73,30,3,3,non-rare
Jann George,Bundesliga 2 (GER 2),Jahn Regensburg,Germany,LM,11.75K ,76,433,2023,52,76,176,88,78,70,81,38,4,3,IF
Braian Romero,CONMEBOL Libertadores,Defensa,Argentina,ST,9.9K ,76,446,2002,615,70,175,94,81,71,80,45,2,3,CONMEBOL MOTM
Soualiho Meïté,Serie A TIM,Milan,France,CM,500 ,76,424,2001,47,80,187,64,59,73,77,72,3,3,non-rare
Jack Wilshere,EFL Championship (ENG 2),AFC Bournemouth,England,CM,500 ,76,413,2045,64,68,172,63,67,79,80,63,2,3,non-rare
Leandro Chichizola,LaLiga SmartBank (ESP 2),FC Cartagena,Argentina,GK,450 ,76,423,859,5,80,185,76,75,69,78,51,3,1,non-rare
Philipp Hosiner,3. Liga (GER 3),Dynamo Dresden,Austria,ST,10.5K ,76,421,2030,89,72,179,88,78,70,76,37,3,3,IF
Halil Akbunar,Süper Lig (TUR 1),Göztepe,Turkey,RM,10.75K ,76,404,1900,30,61,167,89,70,74,77,41,3,3,IF
Ghoochannejhad,Eredivisie (NED 1),PEC Zwolle,Iran,ST,10.5K ,76,430,2069,216,76,180,78,80,72,78,52,3,3,IF
Jean-Philippe Mateta,Premier League,Crystal Palace,France,ST,500 ,76,385,1780,28,88,192,76,74,53,72,33,4,3,non-rare
Fikayo Tomori,Serie A TIM,Milan,England,CB,800 ,76,392,1761,552,78,185,80,37,58,67,76,4,2,Rare
Carlos Fernández,LaLiga Santander,Real Sociedad,Spain,ST,450 ,76,384,1792,10,72,186,69,78,63,76,27,3,3,non-rare
Matheus Reis,Liga NOS (POR 1),Sporting CP,Brazil,LB,450 ,76,412,1923,4,77,183,70,52,65,74,72,2,3,non-rare
Andraž Šporar,Liga NOS (POR 1),SC Braga,Slovenia,ST,450 ,76,379,1804,2,82,186,76,75,66,73,19,4,3,non-rare
